Car Name,Car Prices (In rupee),kms Driven,Fuel Type,Transmission,Ownership,Manufacture,Engine,Seats
Hyundai Grand i10 Nios Magna,6.25 Lakh,"12,000 kms",Petrol,Manual,2nd Owner,2020,1999 cc,5 Seats
Honda Amaze EX i-Vtech,3.60 Lakh,"85,000 kms",Petrol,Manual,1st Owner,2014,1248 cc,5 Seats
Land Rover Discovery Sport TD4 HSE,29.50 Lakh,"1,20,000 kms",Diesel,Automatic,1st Owner,2016,2996 cc,7 Seats
Maruti SX4 S Cross Zeta DDiS 200 SH,7.51 Lakh,"90,000 kms",Diesel,Manual,1st Owner,2018,2993 cc,5 Seats
Mercedes-Benz GLS 400 4MATIC,62.50 Lakh,"80,000 kms",Petrol,Automatic,1st Owner,2017,1248 cc,5 Seats
BMW X5 xDrive 30d Expedition,56.50 Lakh,"34,000 kms",Diesel,Automatic,1st Owner,2019,1451 cc,6 Seats
Maruti Ciaz VDi Plus,4.65 Lakh,"72,000 kms",Diesel,Manual,1st Owner,2015,1950 cc,5 Seats
MG Hector Plus Sharp DCT,19 Lakh,"18,000 kms",Petrol,Automatic,1st Owner,2021,2143 cc,5 Seats
Mercedes-Benz C-Class Progressive C 200,47.90 Lakh,"11,000 kms",Petrol,Automatic,1st Owner,2021,1595 cc,5 Seats
Mercedes-Benz E-Class E250 CDI Avantgarde,25.90 Lakh,"60,625 kms",Diesel,Automatic,2nd Owner,2016,1197 cc,5 Seats
Mercedes-Benz A Class A180 Sport,17 Lakh,"68,000 kms",Petrol,Automatic,1st Owner,2017,4663 cc,5 Seats
Maruti Baleno 1.2 CVT Delta,5.25 Lakh,"75,000 kms",Petrol,Automatic,1st Owner,2016,1968 cc,5 Seats
Mercedes-Benz S-Class S 500 L,49 Lakh,"70,000 kms",Petrol,Automatic,2nd Owner,2015,2987 cc,7 Seats
Audi Q3 2.0 TDI Quattro Premium Plus,15.89 Lakh,"73,000 kms",Diesel,Automatic,1st Owner,2015,1968 cc,5 Seats
Mercedes-Benz GLS 350d 4MATIC,58.85 Lakh,"65,000 kms",Diesel,Automatic,1st Owner,2017,2995 cc,5 Seats
Audi Q3 35 TDI Quattro Premium Plus,17.50 Lakh,"70,011 kms",Diesel,Automatic,1st Owner,2015,2755 cc,7 Seats
Land Rover Range Rover 3.0 Petrol LWB Vogue BSIV,1.92 Crore,"40,000 kms",Petrol,Automatic,1st Owner,2019,1968 cc,5 Seats
Toyota Innova Crysta 2.8 ZX AT BSIV,17.50 Lakh,"67,011 kms",Diesel,Automatic,1st Owner,2017,1497 cc,5 Seats
Skoda Yeti Ambition 4X2,3.25 Lakh,"1,03,000 kms",Diesel,Manual,1st Owner,2013,1998 cc,5 Seats
Honda City i-VTEC CVT ZX,9.49 Lakh,"50,000 kms",Petrol,Automatic,2nd Owner,2017,1197 cc,5 Seats
Volvo XC60 B5 Inscripition,68.50 Lakh,"7,000 kms",Petrol,Automatic,1st Owner,2022,3198 cc,7 Seats
Maruti Swift Dzire VXI 1.2,6.40 Lakh,"30,000 kms",Petrol,Manual,1st Owner,2019,1991 cc,5 Seats
Ford Endeavour Titanium Plus 4X4,31.49 Lakh,"44,000 kms",Diesel,Automatic,1st Owner,2018,1353 cc,5 Seats
Mercedes-Benz GLC 300 4MATIC Sport,48 Lakh,"28,500 kms",Petrol,Automatic,1st Owner,2019,1248 cc,5 Seats
Hyundai Creta SX Opt Turbo,19.75 Lakh,"8,000 kms",Petrol,Automatic,1st Owner,2021,1497 cc,5 Seats
Maruti Swift VDI,5.90 Lakh,"60,000 kms",Diesel,Manual,1st Owner,2019,1197 cc,5 Seats
Honda City V AT,3.94 Lakh,"70,000 kms",Petrol,Automatic,2nd Owner,2012,1995 cc,5 Seats
Maruti Ignis 1.2 Alpha BSIV,4.35 Lakh,"80,000 kms",Petrol,Manual,1st Owner,2018,1497 cc,5 Seats
BMW X1 sDrive 20d xLine,30 Lakh,"25,000 kms",Diesel,Automatic,1st Owner,2019,796 cc,5 Seats
Honda City V MT,10.50 Lakh,"2,000 kms",Petrol,Manual,1st Owner,2022,2694 cc,7 Seats
Maruti Alto 800 LXI,3.20 Lakh,"35,000 kms",Petrol,Manual,1st Owner,2018,2987 cc,5 Seats
Toyota Innova Crysta 2.7 ZX AT,20 Lakh,"26,000 kms",Petrol,Automatic,1st Owner,2018,2184 cc,4 Seats
Maserati Ghibli Diesel BSIV,66 Lakh,"12,000 kms",Diesel,Automatic,1st Owner,2016,1197 cc,5 Seats
Mahindra Thar LX 4-Str Convert Top Diesel AT,17.75 Lakh,"13,001 kms",Diesel,Automatic,1st Owner,2022,2143 cc,5 Seats
Hyundai Xcent 1.2 VTVT S,4.75 Lakh,"60,000 kms",Petrol,Manual,2nd Owner,2019,1199 cc,5 Seats
Mercedes-Benz C-Class C 220 CDI Avantgarde,21.50 Lakh,"37,000 kms",Diesel,Automatic,2nd Owner,2015,2498 cc,6 Seats
Honda Jazz 1.2 V AT i VTEC,6.90 Lakh,"27,200 kms",Petrol,Automatic,1st Owner,2017,1462 cc,5 Seats
Mahindra Thar CRDe,7.72 Lakh,"46,365 kms",Diesel,Manual,1st Owner,2017,1461 cc,5 Seats
Maruti Ciaz Alpha BSIV,8.72 Lakh,"82,496 kms",Petrol,Manual,1st Owner,2019,1248 cc,5 Seats
Renault Duster 110PS Diesel RxL AMT,6.51 Lakh,"73,656 kms",Diesel,Automatic,1st Owner,2016,1493 cc,7 Seats
Maruti Ciaz ZDi SHVS,5.43 Lakh,"92,530 kms",Diesel,Manual,1st Owner,2016,1368 cc,5 Seats
Mahindra TUV 300 mHAWK100 T8,6.58 Lakh,"68,364 kms",Diesel,Manual,2nd Owner,2017,1197 cc,5 Seats
Jeep Compass 1.4 Sport,12.61 Lakh,"30,224 kms",Petrol,Manual,1st Owner,2018,1462 cc,5 Seats
Maruti Baleno 1.2 Alpha,5.85 Lakh,"88,658 kms",Petrol,Manual,1st Owner,2017,2498 cc,6 Seats
Maruti Vitara Brezza ZXI,10.53 Lakh,"26,396 kms",Petrol,Manual,1st Owner,2020,998 cc,5 Seats
Mahindra Thar CRDe,7.46 Lakh,"60,020 kms",Diesel,Manual,1st Owner,2017,1462 cc,5 Seats
Maruti Alto K10 2010-2014 VXI,2.68 Lakh,"55,107 kms",Petrol,Manual,1st Owner,2014,796 cc,5 Seats
Maruti Ciaz Alpha AT,12.43 Lakh,"3,925 kms",Petrol,Automatic,1st Owner,2022,1197 cc,5 Seats
Maruti Alto 800 LXI,3.23 Lakh,"21,949 kms",Petrol,Manual,1st Owner,2017,1598 cc,5 Seats
Maruti Swift Dzire VXI,5 Lakh,"41,899 kms",Petrol,Manual,1st Owner,2016,1497 cc,5 Seats
Nissan Terrano XL P,7.25 Lakh,"30,000 kms",Petrol,Manual,1st Owner,2018,2400 cc,5 Seats
Honda City i-VTEC V,8.65 Lakh,"28,000 kms",Petrol,Manual,1st Owner,2018,1950 cc,5 Seats
Volvo XC60 D5 Inscription,61 Lakh,"20,000 kms",Diesel,Automatic,1st Owner,2021,1950 cc,5 Seats
Mercedes-Benz GLC 220d 4MATIC,56.50 Lakh,"24,000 kms",Diesel,Automatic,1st Owner,2020,1798 cc,5 Seats
Mercedes-Benz GLE 300d,89 Lakh,"13,000 kms",Diesel,Automatic,1st Owner,2021,998 cc,5 Seats
Skoda Superb Style 1.8 TSI AT,21.75 Lakh,"54,000 kms",Petrol,Automatic,1st Owner,2017,1248 cc,5 Seats
Maruti Alto K10 VXI,3.15 Lakh,"30,555 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats
Maruti Ciaz VDi Plus SHVS,4.78 Lakh,"1,19,878 kms",Diesel,Manual,1st Owner,2015,1248 cc,5 Seats
Hyundai i20 1.2 Magna Opt,2.43 Lakh,"84,557 kms",Petrol,Manual,1st Owner,2011,1997 cc,7 Seats
Maruti Ciaz VDi Option SHVS,5.36 Lakh,"96,528 kms",Diesel,Manual,1st Owner,2017,999 cc,5 Seats
Mahindra XUV500 W10 1.99 mHawk,11.24 Lakh,"44,081 kms",Diesel,Manual,1st Owner,2017,1248 cc,5 Seats
Renault Kiger RXT AMT,7.75 Lakh,"6,494 kms",Petrol,Automatic,1st Owner,2021,998 cc,5 Seats
Maruti Swift VDI BSIV,3.40 Lakh,"1,18,631 kms",Diesel,Manual,1st Owner,2014,1198 cc,5 Seats
Maruti Alto K10 VXI,3.51 Lakh,"47,133 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats
Honda Amaze S i-VTEC,4.56 Lakh,"94,025 kms",Petrol,Manual,1st Owner,2017,998 cc,5 Seats
Hyundai i20 Magna 1.2,5.02 Lakh,"68,841 kms",Petrol,Manual,1st Owner,2016,1582 cc,5 Seats
Hyundai Venue SX Plus Turbo DCT BSIV,10.46 Lakh,"31,952 kms",Petrol,Automatic,1st Owner,2019,998 cc,5 Seats
Hyundai Creta 1.6 CRDi SX,11.30 Lakh,"66,518 kms",Diesel,Manual,2nd Owner,2019,1582 cc,5 Seats
Hyundai Venue SX Plus Turbo DCT BSIV,10.53 Lakh,"26,684 kms",Petrol,Automatic,2nd Owner,2019,1199 cc,5 Seats
Hyundai Creta 1.6 CRDi SX,7.90 Lakh,"38,280 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats
Tata Tiago 1.2 Revotron XZ,3.77 Lakh,"96,392 kms",Petrol,Manual,1st Owner,2017,2179 cc,7 Seats
Maruti Swift Dzire 1.2 ZXi BSIV,2.86 Lakh,"92,613 kms",Petrol,Manual,1st Owner,2011,1498 cc,5 Seats
Mahindra Scorpio S7 120,11.78 Lakh,"40,011 kms",Diesel,Manual,1st Owner,2018,1396 cc,5 Seats
Honda City i DTEC VX,5.33 Lakh,"98,772 kms",Diesel,Manual,2nd Owner,2015,1248 cc,5 Seats
Hyundai i20 Asta 1.4 CRDi,3.50 Lakh,"38,931 kms",Diesel,Manual,1st Owner,2013,1396 cc,5 Seats
Maruti Swift LDI BSIV,4.27 Lakh,"82,392 kms",Diesel,Manual,1st Owner,2017,2179 cc,7 Seats
Hyundai i20 1.4 Asta,5.72 Lakh,"96,805 kms",Diesel,Manual,1st Owner,2017,998 cc,5 Seats
Mahindra Scorpio S5 BSIV,9.98 Lakh,"68,307 kms",Diesel,Manual,1st Owner,2018,1197 cc,5 Seats
Maruti Wagon R LXI BS IV,3.75 Lakh,"30,404 kms",Petrol,Manual,1st Owner,2016,1248 cc,5 Seats
Maruti Baleno 1.2 Alpha,6.30 Lakh,"36,438 kms",Petrol,Manual,2nd Owner,2018,2179 cc,7 Seats
Maruti Swift VDI BSIV,3.76 Lakh,"1,15,206 kms",Diesel,Manual,1st Owner,2015,1451 cc,5 Seats
Mahindra XUV500 W6 2WD,6.23 Lakh,"1,04,537 kms",Diesel,Manual,1st Owner,2015,1995 cc,5 Seats
MG Hector Sharp DCT,16.13 Lakh,"29,827 kms",Petrol,Automatic,2nd Owner,2019,1968 cc,5 Seats
BMW 3 Series Luxury Edition,44.50 Lakh,"9,200 kms",Diesel,Automatic,1st Owner,2020,2755 cc,7 Seats
Audi Q3 35 TDI Quattro Premium Plus,17.50 Lakh,"39,356 kms",Diesel,Automatic,1st Owner,2015,3198 cc,7 Seats
Toyota Innova Crysta 2.8 GX AT BSIV,15.75 Lakh,"55,000 kms",Diesel,Automatic,1st Owner,2017,2755 cc,7 Seats
Ford Endeavour 3.2 Titanium AT 4X4,28.75 Lakh,"80,000 kms",Diesel,Automatic,1st Owner,2018,2987 cc,5 Seats
Toyota Innova Crysta 2.8 GX AT BSIV,19.45 Lakh,"55,000 kms",Diesel,Automatic,1st Owner,2019,1248 cc,5 Seats
Mercedes-Benz S-Class S 350 CDI,71.50 Lakh,"18,000 kms",Diesel,Automatic,1st Owner,2017,1497 cc,5 Seats
Maruti Vitara Brezza VDi AMT,7.50 Lakh,"43,000 kms",Diesel,Automatic,1st Owner,2018,814 cc,5 Seats
Hyundai Creta EX,12.73 Lakh,"1,000 kms",Petrol,Manual,1st Owner,2021,2143 cc,5 Seats
Hyundai EON Era Plus,2.30 Lakh,"67,885 kms",Petrol,Manual,1st Owner,2013,998 cc,5 Seats
Mercedes-Benz C-Class 220 CDI AT,13.75 Lakh,"40,000 kms",Diesel,Automatic,1st Owner,2013,1396 cc,5 Seats
Hyundai EON 1.0 Era Plus,2.30 Lakh,"48,421 kms",Petrol,Manual,1st Owner,2013,1197 cc,5 Seats
Hyundai i20 Active 1.4 S,6.50 Lakh,"1,10,000 kms",Diesel,Manual,1st Owner,2018,1582 cc,5 Seats
Maruti Swift Dzire VXI,4.25 Lakh,"49,000 kms",Petrol,Manual,1st Owner,2014,1498 cc,5 Seats
Hyundai Verna 1.6 SX,4.50 Lakh,"75,000 kms",Diesel,Manual,1st Owner,2013,1150 cc,5 Seats
Ford Ecosport 1.5 DV5 MT Titanium,4.10 Lakh,"71,000 kms",Diesel,Manual,1st Owner,2014,1968 cc,5 Seats
Chevrolet Aveo U-VA 1.2,"90,000","78,000 kms",Petrol,Manual,2nd Owner,2009,1248 cc,7 Seats
Audi A6 35 TDI,24.50 Lakh,"68,000 kms",Diesel,Automatic,1st Owner,2016,1198 cc,5 Seats
Maruti Ertiga ZDI,5.18 Lakh,"94,944 kms",Diesel,Manual,1st Owner,2015,1493 cc,5 Seats
Honda Amaze S Option i-VTEC,4.71 Lakh,"6,357 kms",Petrol,Manual,1st Owner,2017,1497 cc,5 Seats
Hyundai Venue SX Opt Executive Diesel,10.24 Lakh,"24,237 kms",Diesel,Manual,1st Owner,2022,1199 cc,5 Seats
Kia Seltos HTX IVT G,16.50 Lakh,"28,000 kms",Petrol,Automatic,1st Owner,2021,2755 cc,7 Seats
Honda Amaze E Petrol,5.89 Lakh,"10,282 kms",Petrol,Manual,1st Owner,2020,2982 cc,7 Seats
Toyota Innova Crysta 2.8 ZX AT BSIV,17.10 Lakh,"1,11,337 kms",Diesel,Automatic,1st Owner,2018,1995 cc,5 Seats
Toyota Fortuner 4x2 Manual,12.62 Lakh,"1,27,429 kms",Diesel,Manual,1st Owner,2014,1461 cc,5 Seats
BMW 5 Series 520d Sport Line,40.50 Lakh,"55,000 kms",Diesel,Automatic,2nd Owner,2018,1197 cc,5 Seats
Nissan Sunny Diesel XL,3.39 Lakh,"61,034 kms",Diesel,Manual,2nd Owner,2015,1120 cc,5 Seats
Maruti Swift AMT ZXI,5.64 Lakh,"76,036 kms",Petrol,Automatic,2nd Owner,2018,1968 cc,5 Seats
Hyundai Grand i10 CRDi Sportz,2.75 Lakh,"65,000 kms",Diesel,Manual,2nd Owner,2014,1396 cc,5 Seats
Audi Q5 30 TDI quattro Premium,14.75 Lakh,"80,000 kms",Diesel,Automatic,3rd Owner,2015,2755 cc,7 Seats
Hyundai Venue SX Opt Diesel BSIV,9.82 Lakh,"64,104 kms",Diesel,Manual,1st Owner,2019,1582 cc,5 Seats
Toyota Innova Crysta 2.8 GX AT BSIV,15.76 Lakh,"1,16,378 kms",Diesel,Automatic,1st Owner,2018,998 cc,5 Seats
Hyundai Verna 1.6 CRDi SX,5.60 Lakh,"42,234 kms",Diesel,Manual,2nd Owner,2016,2179 cc,7 Seats
Hyundai Venue SX Opt iMT,11.50 Lakh,"10,000 kms",Petrol,Manual,1st Owner,2021,1197 cc,5 Seats
Mahindra XUV500 W6 2WD,4.44 Lakh,"49,812 kms",Diesel,Manual,2nd Owner,2013,1198 cc,5 Seats
Maruti Ignis Sigma,5.02 Lakh,"2,294 kms",Petrol,Manual,1st Owner,2022,2967 cc,5 Seats
Skoda Fabia 1.2 MPI Ambiente,1.17 Lakh,"94,679 kms",Petrol,Manual,5th Owner,2010,1248 cc,5 Seats
Audi Q5 3.0 TDI Quattro Technology,21 Lakh,"35,000 kms",Diesel,Automatic,1st Owner,2015,998 cc,5 Seats
Maruti Ciaz ZDi,4.76 Lakh,"57,122 kms",Diesel,Manual,1st Owner,2014,1186 cc,5 Seats
Maruti Wagon R VXI BS IV,3.32 Lakh,"25,122 kms",Petrol,Manual,1st Owner,2017,1582 cc,5 Seats
Hyundai Grand i10 1.2 CRDi Magna,3.50 Lakh,"60,000 kms",Diesel,Manual,2nd Owner,2017,1197 cc,5 Seats
Hyundai Creta 1.6 SX Automatic Diesel,14.25 Lakh,"36,000 kms",Diesel,Automatic,2nd Owner,2020,1396 cc,5 Seats
Maruti Baleno Delta,6.31 Lakh,"38,736 kms",Petrol,Manual,1st Owner,2020,2694 cc,7 Seats
Hyundai i20 Asta 1.4 CRDi,3.81 Lakh,"1,30,432 kms",Diesel,Manual,1st Owner,2014,1798 cc,5 Seats
Toyota Fortuner 2.7 2WD AT,31 Lakh,"44,000 kms",Petrol,Automatic,2nd Owner,2019,2967 cc,5 Seats
Audi A6 35 TFSI Matrix,36.75 Lakh,"30,000 kms",Petrol,Automatic,1st Owner,2018,1086 cc,5 Seats
Audi Q5 3.0 TDI Quattro,9.95 Lakh,"68,000 kms",Diesel,Automatic,3rd Owner,2011,2179 cc,7 Seats
Hyundai i10 Magna 1.1L,2.25 Lakh,"38,000 kms",Petrol,Manual,1st Owner,2011,1197 cc,5 Seats
Mahindra XUV500 R W10 FWD,8.90 Lakh,"65,000 kms",Diesel,Manual,1st Owner,2015,2179 cc,7 Seats
Maruti Swift Dzire VXI 1.2 BS IV,6.50 Lakh,"65,000 kms",Petrol,Manual,1st Owner,2019,1368 cc,5 Seats
Mahindra Scorpio S5,15.85 Lakh,"12,001 kms",Diesel,Manual,1st Owner,2022,1991 cc,5 Seats
Jeep Compass 1.4 Sport Plus BSIV,13.75 Lakh,"23,000 kms",Petrol,Manual,1st Owner,2019,2967 cc,7 Seats
Mercedes-Benz E-Class Expression E 200 BSIV,44 Lakh,"65,000 kms",Petrol,Automatic,1st Owner,2018,1198 cc,5 Seats
Audi Q7 45 TDI Quattro Premium Plus,18.75 Lakh,"43,000 kms",Diesel,Automatic,2nd Owner,2014,1969 cc,5 Seats
Honda Brio S MT,2.65 Lakh,"25,000 kms",Petrol,Manual,1st Owner,2012,1995 cc,4 Seats
Volvo XC60 Inscription D5,60 Lakh,"7,500 kms",Diesel,Automatic,1st Owner,2020,1198 cc,6 Seats
BMW 6 Series GT 620d Luxury Line 2019-2021,60.50 Lakh,"50,000 kms",Diesel,Automatic,1st Owner,2020,2359 cc,5 Seats
Mahindra KUV 100 NXT G80 K8 Dual Tone,4.35 Lakh,"36,000 kms",Petrol,Manual,1st Owner,2017,1968 cc,5 Seats
Hyundai Sonata 2.4 GDi MT,4.75 Lakh,"86,000 kms",Petrol,Manual,1st Owner,2012,2987 cc,7 Seats
Audi Q3 2.0 TDI Quattro Premium Plus,13 Lakh,"56,500 kms",Diesel,Automatic,1st Owner,2014,1196 cc,5 Seats
Mercedes-Benz GLS 350d 4MATIC,52 Lakh,"70,000 kms",Diesel,Automatic,2nd Owner,2016,1582 cc,5 Seats
Ford Figo Petrol ZXI,2.65 Lakh,"68,000 kms",Petrol,Manual,1st Owner,2013,1950 cc,5 Seats
Hyundai Verna CRDi 1.6 AT SX Plus,10 Lakh,"63,500 kms",Diesel,Automatic,1st Owner,2017,1991 cc,5 Seats
Mercedes-Benz C-Class Progressive C 220d,41 Lakh,"26,500 kms",Diesel,Automatic,1st Owner,2019,1995 cc,5 Seats
Mercedes-Benz GLC 200,61 Lakh,"15,000 kms",Petrol,Automatic,1st Owner,2021,1498 cc,5 Seats
BMW X1 xDrive 20d xLine,28.50 Lakh,"38,500 kms",Diesel,Automatic,1st Owner,2018,1493 cc,5 Seats
Honda Amaze VX CVT Diesel,9.25 Lakh,"44,500 kms",Diesel,Automatic,1st Owner,2019,2494 cc,5 Seats
Hyundai i20 Sportz Diesel,9.75 Lakh,"15,500 kms",Diesel,Manual,1st Owner,2022,2755 cc,7 Seats
Toyota Camry 2.5 Hybrid,23.50 Lakh,"47,000 kms",Petrol,Automatic,1st Owner,2017,2993 cc,5 Seats
Toyota Fortuner 2.8 2WD AT BSIV,33.50 Lakh,"12,000 kms",Diesel,Automatic,1st Owner,2018,1995 cc,5 Seats
BMW X5 xDrive 30d xLine,1 Crore,"20,500 kms",Diesel,Automatic,1st Owner,2022,2143 cc,5 Seats
BMW 3 Series 320d GT Luxury Line,18.50 Lakh,"64,593 kms",Diesel,Automatic,3rd Owner,2014,1197 cc,5 Seats
Mercedes-Benz GLE 250d,36.50 Lakh,"64,000 kms",Diesel,Automatic,1st Owner,2016,2143 cc,5 Seats
Toyota Glanza G,7 Lakh,"70,000 kms",Petrol,Manual,1st Owner,2021,2755 cc,7 Seats
Mercedes-Benz E-Class E250 CDI Avantgarde,22 Lakh,"63,203 kms",Diesel,Automatic,2nd Owner,2015,1997 cc,5 Seats
Toyota Fortuner 2.8 2WD AT,29 Lakh,"60,500 kms",Diesel,Automatic,1st Owner,2017,799 cc,5 Seats
Jaguar F-Pace 2.0 R-Dynamic S Diesel,74 Lakh,"9,900 kms",Diesel,Automatic,1st Owner,2021,998 cc,5 Seats
Renault KWID RXL,2.85 Lakh,"25,000 kms",Petrol,Manual,1st Owner,2016,4367 cc,5 Seats
Maruti Wagon R CNG LXI BSIV,1.91 Lakh,"65,000 kms",Cng,Manual,2nd Owner,2011,1248 cc,7 Seats
Land Rover Range Rover 4.4 Diesel LWB Autobiography,1.90 Crore,"68,500 kms",Diesel,Automatic,1st Owner,2019,1497 cc,5 Seats
Maruti Ertiga ZDI,6 Lakh,"43,000 kms",Diesel,Manual,2nd Owner,2014,1396 cc,5 Seats
Honda City i VTEC VX,5.90 Lakh,"70,000 kms",Petrol,Manual,1st Owner,2015,1998 cc,5 Seats
Hyundai i20 Sportz 1.4 CRDi,2.75 Lakh,"1,50,000 kms",Diesel,Manual,3rd Owner,2013,796 cc,5 Seats
BMW X4 xDrive30i M Sport Silver Shadow Edition,74.50 Lakh,"7,600 kms",Petrol,Automatic,1st Owner,2022,1582 cc,5 Seats
Maruti Alto 800 LXI,3.07 Lakh,"31,458 kms",Petrol,Manual,1st Owner,2021,998 cc,5 Seats
Hyundai Elantra CRDi S,5.25 Lakh,"70,372 kms",Diesel,Manual,1st Owner,2013,2998 cc,7 Seats
Maruti Wagon R LXI CNG,1.90 Lakh,"1,29,325 kms",Cng,Manual,1st Owner,2012,1497 cc,5 Seats
BMW X7 xDrive 40i,1.15 Crore,"39,000 kms",Petrol,Automatic,1st Owner,2019,2694 cc,7 Seats
Honda City V MT,10.15 Lakh,"17,000 kms",Petrol,Manual,1st Owner,2021,2143 cc,5 Seats
Toyota Fortuner 2.7 2WD AT,35 Lakh,"20,000 kms",Petrol,Automatic,1st Owner,2020,2987 cc,5 Seats
Mercedes-Benz B Class B180 CDI,7.65 Lakh,"57,000 kms",Diesel,Automatic,3rd Owner,2013,1498 cc,5 Seats
Mercedes-Benz S-Class S 350 CDI,51 Lakh,"40,000 kms",Diesel,Automatic,1st Owner,2015,1196 cc,5 Seats
Ford Ecosport 1.5 Diesel Titanium,9.50 Lakh,"46,000 kms",Diesel,Manual,1st Owner,2020,624 cc,4 Seats
Maruti Eeco CNG 5 Seater AC BSIV,5 Lakh,"18,000 kms",Cng,Manual,1st Owner,2019,2487 cc,5 Seats
Tata Nano Twist XT,"85,671","59,290 kms",Petrol,Manual,4th Owner,2015,1196 cc,5 Seats
Toyota Camry Hybrid 2.5,40.90 Lakh,"20,000 kms",Petrol,Automatic,1st Owner,2019,1198 cc,5 Seats
Maruti Eeco 5 Seater AC BSIV,2.10 Lakh,"18,000 kms",Petrol,Manual,1st Owner,2012,1198 cc,5 Seats
Nissan Micra Active XV,3.55 Lakh,"56,000 kms",Petrol,Manual,1st Owner,2018,1995 cc,5 Seats
Volkswagen Ameo 1.2 MPI Highline,4.55 Lakh,"66,000 kms",Petrol,Manual,2nd Owner,2016,1461 cc,5 Seats
BMW 5 Series 520d Luxury Line,46 Lakh,"43,000 kms",Diesel,Automatic,1st Owner,2019,2993 cc,5 Seats
Nissan Terrano XL 85 PS,4.25 Lakh,"67,000 kms",Diesel,Manual,1st Owner,2014,1493 cc,7 Seats
BMW X6 xDrive 40d M Sport,37.90 Lakh,"75,000 kms",Diesel,Automatic,2nd Owner,2015,998 cc,5 Seats
Mahindra TUV 300 mHAWK100 T8,6.45 Lakh,"47,000 kms",Diesel,Manual,1st Owner,2017,1968 cc,5 Seats
Hyundai Venue SX Sport iMT,10.75 Lakh,"8,800 kms",Petrol,Manual,1st Owner,2021,1197 cc,5 Seats
Audi Q5 2.0 TDI Premium Plus,16 Lakh,"94,002 kms",Diesel,Automatic,2nd Owner,2014,1797 cc,5 Seats
Maruti Ignis Sigma,5.25 Lakh,"12,000 kms",Petrol,Manual,1st Owner,2021,1956 cc,5 Seats
Hyundai Elantra SX AT,7.65 Lakh,"75,000 kms",Petrol,Automatic,1st Owner,2015,2143 cc,5 Seats
Jeep Compass 2.0 Sport Plus BSIV,15.75 Lakh,"62,000 kms",Diesel,Manual,1st Owner,2019,2993 cc,5 Seats
Mercedes-Benz C-Class C 220 CDI Avantgarde,11.90 Lakh,"90,004 kms",Diesel,Automatic,3rd Owner,2014,1997 cc,7 Seats
BMW X5 xDrive 30d M Sport,29 Lakh,"83,005 kms",Diesel,Automatic,2nd Owner,2014,2143 cc,5 Seats
Mahindra XUV500 W10 1.99 mHawk,10.95 Lakh,"47,000 kms",Diesel,Manual,1st Owner,2018,2494 cc,7 Seats
Mercedes-Benz GLE 250d,44 Lakh,"49,000 kms",Diesel,Automatic,1st Owner,2017,1498 cc,5 Seats
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,12 Lakh,"70,000 kms",Diesel,Manual,1st Owner,2015,1498 cc,5 Seats
Ford Ecosport 1.5 Diesel Titanium,4.75 Lakh,"62,500 kms",Diesel,Manual,1st Owner,2015,1950 cc,5 Seats
Ford Ecosport 1.5 Diesel Titanium,7.25 Lakh,"49,036 kms",Diesel,Manual,1st Owner,2017,1595 cc,5 Seats
Mercedes-Benz E-Class Expression E 220 d BSIV,58 Lakh,"17,000 kms",Diesel,Automatic,1st Owner,2020,1197 cc,5 Seats
Mercedes-Benz B Class B180 Sports,12.90 Lakh,"67,000 kms",Petrol,Automatic,2nd Owner,2013,1950 cc,5 Seats
Maruti Swift ZXI BSIV,4.41 Lakh,"39,889 kms",Petrol,Manual,2nd Owner,2017,2967 cc,4 Seats
Mercedes-Benz E-Class Exclusive E 220d,76.25 Lakh,"2,000 kms",Diesel,Automatic,1st Owner,2022,1498 cc,5 Seats
Audi A8 L 50 TDI Quattro Premium Plus,42 Lakh,"81,250 kms",Diesel,Automatic,1st Owner,2015,1995 cc,5 Seats
Ford Ecosport 1.5 Diesel Titanium Plus,5.25 Lakh,"43,000 kms",Diesel,Manual,1st Owner,2016,1196 cc,5 Seats
BMW X3 xDrive 20d Luxury Line,60 Lakh,"19,000 kms",Diesel,Automatic,1st Owner,2021,1498 cc,5 Seats
Ford Figo 1.2P Titanium Plus MT,3.95 Lakh,"29,000 kms",Petrol,Manual,2nd Owner,2016,2993 cc,4 Seats
MG Astor Sharp CVT,17.25 Lakh,"2,400 kms",Petrol,Automatic,1st Owner,2022,1796 cc,5 Seats
Jaguar XJ 3.0L LWB Ultimate,22.90 Lakh,"79,004 kms",Diesel,Automatic,2nd Owner,2012,1798 cc,5 Seats
Mercedes-Benz C-Class C 200 CGI Grand Edition,36.50 Lakh,"28,000 kms",Petrol,Automatic,1st Owner,2018,2143 cc,5 Seats
Toyota Corolla Altis VL AT,8.75 Lakh,"99,300 kms",Petrol,Automatic,2nd Owner,2015,4367 cc,5 Seats
Mercedes-Benz M-Class ML 250 CDI,21.90 Lakh,"80,000 kms",Diesel,Automatic,2nd Owner,2014,2993 cc,4 Seats
